    88/299     11.9G   0.03059   0.08873  0.005462    0.1248       261       640    0.4056    0.9624    0.9252     0.672   0.02758    0.0772  0.003819
    89/299     11.9G   0.03021   0.08862    0.0056    0.1244       159       640    0.4448    0.9619    0.9236    0.6712    0.0269   0.07459  0.002956
    90/299     11.9G   0.03015   0.08622  0.006021    0.1224       133       640    0.4271    0.9658    0.9349    0.6833   0.02683   0.07396  0.003659
    91/299     11.9G   0.03026   0.08402  0.005805    0.1201       164       640    0.4366    0.9642    0.9294      0.68   0.02694   0.07581  0.003705
    92/299     11.9G   0.03032   0.08626  0.005461     0.122       185       640    0.4345    0.9667    0.9301      0.68   0.02669   0.07527  0.003785
    93/299     11.9G   0.03041   0.08605  0.005646    0.1221       199       640    0.4275    0.9665    0.9272    0.6776   0.02678   0.07507  0.003494
    94/299     11.9G   0.02937   0.08336  0.005737    0.1185       134       640    0.4693    0.9628    0.9331    0.6815   0.02694    0.0734  0.004397
    95/299     11.9G   0.02938   0.08441  0.004725    0.1185       202       640    0.4489    0.9699    0.9406    0.6873   0.02678    0.0735  0.002915
    96/299     11.9G   0.02939   0.08515  0.005003    0.1195       169       640    0.4602    0.9645    0.9403    0.6912    0.0262   0.07248  0.002786
    97/299     11.9G   0.02941   0.08218  0.004692    0.1163       128       640    0.4416    0.9632    0.9362    0.6869   0.02666   0.07254  0.003337
    98/299     11.9G    0.0288   0.08349  0.004784    0.1171       167       640    0.4814    0.9674    0.9463    0.7019   0.02562   0.07226  0.002515
    99/299     11.9G   0.02907    0.0859  0.004352    0.1193       166       640    0.4639     0.966    0.9318    0.6877   0.02643   0.07324  0.003509
   100/299     11.9G   0.02954   0.08283  0.004565    0.1169       165       640    0.4896    0.9689    0.9396    0.6916   0.02624   0.07199  0.003202
   101/299     11.9G   0.02853   0.08228  0.004531    0.1153       195       640    0.4663    0.9643    0.9365    0.6977   0.02565   0.07121  0.003161
   102/299     11.9G   0.02873   0.08173   0.00448    0.1149       145       640    0.4561    0.9669    0.9374    0.6994   0.02585   0.07279  0.003349
   103/299     11.9G   0.02848   0.08224  0.004205    0.1149       175       640     0.453    0.9714    0.9409    0.7012   0.02586    0.0733   0.00338
   104/299     11.9G   0.02852   0.08195  0.004719    0.1152       179       640    0.4374    0.9699    0.9415    0.6986   0.02592   0.07212  0.003805
   105/299     11.9G   0.02886   0.08339  0.004722     0.117       135       640    0.4807    0.9655    0.9426    0.7023   0.02557   0.07077   0.00237
   106/299     11.9G   0.02823   0.08256  0.004599    0.1154       166       640    0.4506    0.9665    0.9406    0.7032   0.02577   0.07291  0.002962
   107/299     11.9G   0.02826   0.08108  0.004252    0.1136       149       640    0.4447    0.9677    0.9406    0.6988   0.02555    0.0712  0.003818
   108/299     11.9G   0.02878   0.08116  0.004859    0.1148       229       640    0.5139    0.9624    0.9463    0.7071   0.02535   0.06786   0.00382
   109/299     11.9G   0.02832   0.07957  0.004516    0.1124       181       640    0.4757    0.9698    0.9488    0.7109    0.0252    0.0707  0.002259
   110/299     11.9G   0.02828   0.08035  0.004274    0.1129       165       640     0.436    0.9734    0.9487    0.7072   0.02538   0.07194  0.002514
   111/299     11.9G   0.02746   0.08033  0.004358    0.1121       207       640    0.5331    0.9687    0.9495    0.7115   0.02505   0.06835  0.002504
   112/299     11.9G    0.0277   0.07987  0.004324    0.1119       243       640    0.4385    0.9753    0.9425    0.7129    0.0249   0.07082  0.003135
   113/299     11.9G   0.02753   0.08142  0.003978    0.1129       110       640    0.4577    0.9754    0.9519    0.7176   0.02491   0.07079  0.002332
   114/299     11.9G   0.02756    0.0812  0.003753    0.1125       173       640    0.4731    0.9686    0.9489    0.7217    0.0247   0.06912  0.002855
   115/299     11.9G   0.02742   0.07863   0.00379    0.1098       161       640    0.4862    0.9708    0.9526    0.7181   0.02454   0.06887  0.002729
   116/299     11.9G   0.02775   0.07889  0.004174    0.1108       146       640    0.4805    0.9691    0.9441    0.7184   0.02452   0.06818  0.003441
   117/299     11.9G   0.02739   0.07871  0.004172    0.1103       173       640    0.4788    0.9747    0.9543    0.7277   0.02435   0.06821  0.002071
   118/299     11.9G   0.02751   0.07789  0.004076    0.1095       161       640    0.4945    0.9685     0.947    0.7187   0.02454   0.06847   0.00236
   119/299     11.9G   0.02712    0.0786  0.004211    0.1099       171       640    0.4618    0.9739    0.9522    0.7236    0.0246   0.06882  0.002397
   120/299     11.9G   0.02707   0.07708  0.004007    0.1082       220       640     0.499    0.9725    0.9524    0.7267   0.02425   0.06736  0.002538
   121/299     11.9G   0.02702    0.0773  0.003328    0.1077       173       640    0.4769    0.9755    0.9584    0.7335   0.02397   0.06842  0.001813
   122/299     11.9G   0.02686   0.07753  0.003813    0.1082       168       640    0.4786    0.9721    0.9554    0.7302   0.02422   0.06707   0.00242
   123/299     11.9G   0.02696   0.07708  0.004127    0.1082       194       640    0.4655    0.9742     0.953    0.7355   0.02407   0.06842  0.002009
   124/299     11.9G   0.02695   0.07649  0.003743    0.1072       254       640    0.5109     0.971    0.9582    0.7327   0.02425   0.06666  0.002048
   125/299     11.9G   0.02624   0.07691  0.003405    0.1066       185       640    0.4987    0.9752    0.9554    0.7314   0.02408   0.06638  0.002257
   126/299     11.9G   0.02663   0.07484  0.003979    0.1055       189       640    0.4979    0.9722    0.9546    0.7341   0.02401   0.06763  0.002197
   127/299     11.9G   0.02669   0.07575  0.003963    0.1064       186       640    0.5083    0.9697    0.9472    0.7363   0.02386   0.06599  0.003481
   128/299     11.9G   0.02678   0.07503  0.004195     0.106       204       640     0.497    0.9723    0.9554    0.7369   0.02389   0.06619  0.002096
   129/299     11.9G   0.02629   0.07625  0.003539    0.1061       162       640    0.4786    0.9742     0.958    0.7419    0.0236   0.06612  0.002042
   130/299     11.9G   0.02621   0.07538  0.003481    0.1051       244       640    0.4843    0.9755    0.9594    0.7392   0.02358   0.06571  0.001841
   131/299     11.9G    0.0261   0.07316  0.003806    0.1031       179       640    0.5159    0.9721    0.9588    0.7466   0.02362   0.06528  0.001847
   132/299     11.9G   0.02628   0.07496  0.003831    0.1051       181       640    0.4826    0.9753     0.959    0.7422   0.02353   0.06727  0.001707
   133/299     11.9G   0.02636   0.07563  0.003551    0.1055       190       640    0.5215    0.9748    0.9582    0.7397    0.0236   0.06432  0.001611
   134/299     11.9G    0.0261    0.0739  0.003226    0.1032       108       640    0.5132    0.9731    0.9572    0.7432    0.0235   0.06416   0.00212
   135/299     11.9G   0.02578   0.07427  0.003073    0.1031       237       640    0.4993    0.9764    0.9586    0.7421   0.02324   0.06517  0.002264
   136/299     11.9G   0.02576   0.07331  0.003287    0.1024       156       640    0.4874    0.9756    0.9592     0.747   0.02347   0.06629  0.001277
   137/299     11.9G   0.02557   0.07361  0.003492    0.1027       162       640     0.514    0.9768    0.9655     0.745   0.02343   0.06488  0.001255
   138/299     11.9G    0.0258   0.07464  0.003346    0.1038       166       640    0.5243    0.9722    0.9562    0.7471   0.02296   0.06507   0.00146
   139/299     11.9G    0.0252   0.07274  0.003224    0.1012       158       640    0.5304    0.9727    0.9633    0.7544   0.02301   0.06341  0.001542
   140/299     11.9G   0.02557   0.07366   0.00299    0.1022       190       640    0.4915    0.9753     0.958    0.7471   0.02293   0.06511  0.001448
