   204/299     11.9G   0.02067   0.06052  0.002069   0.08325       179       640    0.5585    0.9781    0.9725    0.8057   0.01928   0.05666 0.0009556
   205/299     11.9G   0.02077   0.06076  0.002001   0.08353       186       640    0.5901     0.976    0.9704    0.8023   0.01945   0.05636 0.0007836
   206/299     11.9G   0.02066   0.05961  0.001818   0.08209       140       640    0.5903    0.9783    0.9704    0.8036   0.01937   0.05552 0.0007372
   207/299     11.9G   0.02034   0.05972  0.001679   0.08174       154       640    0.5929    0.9787    0.9709    0.8048    0.0193   0.05521  0.001017
   208/299     11.9G   0.02047   0.05945  0.001833   0.08175       184       640    0.5944     0.974    0.9704    0.8045   0.01928   0.05561 0.0009484
   209/299     11.9G   0.02034   0.05957  0.001513   0.08143       203       640    0.5922    0.9769    0.9719    0.8097   0.01918   0.05542 0.0008708
   210/299     11.9G   0.02006   0.05977  0.001877   0.08171       131       640    0.5809    0.9778    0.9723    0.8099     0.019   0.05487 0.0007857
   211/299     11.9G   0.02034   0.05992  0.001605   0.08187       152       640    0.5791    0.9767    0.9704     0.809   0.01904   0.05513 0.0009899
   212/299     11.9G   0.02025   0.05937  0.001742   0.08136       146       640    0.5766    0.9782    0.9718    0.8093   0.01893    0.0555 0.0008841
   213/299     11.9G   0.02015   0.05953  0.001756   0.08143       203       640    0.5862    0.9769    0.9716    0.8097   0.01904   0.05516 0.0009812
   214/299     11.9G   0.02032    0.0577  0.001586    0.0796       172       640    0.5924    0.9775    0.9722    0.8106   0.01893   0.05402 0.0008308
   215/299     11.9G   0.02018   0.05799  0.001792   0.07997       139       640    0.5832     0.977    0.9711    0.8091   0.01901   0.05506 0.0008625
   216/299     11.9G   0.01998   0.05768  0.001733   0.07939       147       640    0.5958    0.9758    0.9709    0.8123   0.01895   0.05467 0.0008637
   217/299     11.9G   0.01987   0.05894  0.001753   0.08057       284       640    0.5871    0.9754    0.9719    0.8126   0.01882   0.05463 0.0007368
   218/299     11.9G   0.01979   0.05859   0.00161   0.07998       176       640    0.5735    0.9776    0.9721    0.8126   0.01875   0.05487 0.0009585
   219/299     11.9G   0.01996   0.05753  0.001629   0.07912       192       640    0.5968    0.9792    0.9736     0.814   0.01874   0.05394 0.0008227
   220/299     11.9G   0.01998   0.05921  0.001629   0.08082       103       640    0.5955    0.9776    0.9719    0.8155   0.01864   0.05449 0.0008209
   221/299     11.9G   0.01994   0.05741  0.001544    0.0789       195       640    0.6089     0.976    0.9712    0.8161   0.01863    0.0539 0.0008551
   222/299     11.9G   0.01994   0.05736  0.001735   0.07904       168       640    0.5879    0.9772    0.9719    0.8154   0.01876   0.05435 0.0009602
   223/299     11.9G   0.01957   0.05671  0.001628    0.0779       135       640    0.5846    0.9752    0.9714    0.8148   0.01871   0.05427 0.0008288
   224/299     11.9G    0.0195   0.05714  0.001335   0.07798       170       640    0.6084     0.974    0.9717    0.8176   0.01854   0.05337 0.0007793
   225/299     11.9G   0.01959   0.05684  0.001607   0.07804       207       640    0.6047    0.9767    0.9727     0.819   0.01836    0.0536 0.0008417
   226/299     11.9G   0.01991   0.05636  0.001549   0.07782       201       640    0.5942    0.9765    0.9734    0.8202   0.01817   0.05365  0.001013
   227/299     11.9G   0.01931   0.05813  0.001414   0.07886       134       640    0.5858    0.9783    0.9739    0.8162   0.01827   0.05388 0.0008848
   228/299     11.9G   0.01921   0.05728  0.001572   0.07806       211       640    0.6064     0.977    0.9735    0.8181   0.01826   0.05364 0.0009287
   229/299     11.9G   0.01937   0.05707  0.001498   0.07794       167       640    0.6138    0.9737    0.9724    0.8212    0.0182   0.05326 0.0008937
   230/299     11.9G   0.01937    0.0565  0.001539   0.07741       178       640    0.6069    0.9775    0.9745    0.8207   0.01818   0.05301 0.0007262
   231/299     11.9G    0.0191   0.05657  0.001627    0.0773       168       640    0.6172     0.974    0.9719    0.8209   0.01808   0.05339 0.0007639
   232/299     11.9G   0.01922   0.05705  0.001498   0.07777       145       640    0.5976    0.9764    0.9713    0.8177   0.01825   0.05405 0.0007867
   233/299     11.9G   0.01903   0.05564  0.001427    0.0761       150       640    0.5972    0.9763    0.9725    0.8186   0.01816   0.05361 0.0007796
   234/299     11.9G    0.0189   0.05587  0.001529    0.0763       160       640    0.6005    0.9755    0.9722     0.818   0.01803   0.05386 0.0007245
   235/299     11.9G    0.0189   0.05451  0.001364   0.07477       142       640    0.6056    0.9751    0.9724    0.8222   0.01787   0.05343 0.0006992
   236/299     11.9G   0.01918   0.05647  0.001287   0.07694       143       640    0.5996    0.9757    0.9726    0.8227   0.01782   0.05317 0.0007889
   237/299     11.9G   0.01877   0.05435  0.001336   0.07446       135       640    0.6201    0.9747    0.9723    0.8235   0.01782    0.0528 0.0007733
   238/299     11.9G   0.01869   0.05531  0.001407    0.0754       147       640    0.6249    0.9761    0.9734    0.8234   0.01779    0.0524  0.000714
   239/299     11.9G    0.0189   0.05511  0.001442   0.07545       148       640     0.606    0.9759    0.9734    0.8248   0.01774   0.05301  0.000889
   240/299     11.9G   0.01877   0.05531  0.001381   0.07546       137       640    0.6027    0.9746    0.9732    0.8239   0.01773   0.05359 0.0009135
   241/299     11.9G   0.01882   0.05414  0.001447   0.07441       199       640    0.6051    0.9758    0.9728     0.824   0.01786   0.05345 0.0008713
   242/299     11.9G   0.01888   0.05518  0.001419   0.07548       182       640    0.6305    0.9742    0.9732    0.8278    0.0177   0.05268 0.0008245
   243/299     11.9G   0.01876   0.05478  0.001534   0.07508       209       640     0.606    0.9791    0.9737    0.8254   0.01766   0.05336 0.0008328
   244/299     11.9G   0.01884   0.05451  0.001445    0.0748       136       640    0.6012    0.9752    0.9722     0.824   0.01771    0.0536 0.0008497
   245/299     11.9G   0.01872   0.05511  0.001336   0.07517       152       640    0.6135    0.9742    0.9714    0.8242   0.01776   0.05302 0.0009134
   246/299     11.9G   0.01858   0.05409  0.001487   0.07416       173       640    0.6105    0.9755    0.9718    0.8254   0.01771   0.05324 0.0008334
   247/299     11.9G   0.01858   0.05591  0.001363   0.07585       162       640    0.6221    0.9772    0.9726    0.8253   0.01776   0.05267 0.0007951
   248/299     11.9G   0.01855   0.05445  0.001459   0.07446       147       640    0.6267    0.9748     0.972    0.8278   0.01772    0.0526 0.0008357
   249/299     11.9G   0.01865   0.05399   0.00134   0.07398       201       640    0.6172    0.9754    0.9725    0.8276   0.01761   0.05303 0.0007676
   250/299     11.9G    0.0185   0.05464  0.001351    0.0745       202       640    0.6176    0.9736    0.9723    0.8283   0.01753   0.05301 0.0007046
   251/299     11.9G   0.01808   0.05387  0.001418   0.07337       160       640    0.6186    0.9766    0.9728    0.8285   0.01739   0.05273  0.000744
   252/299     11.9G   0.01801   0.05296  0.001232    0.0722       172       640    0.6193    0.9748    0.9726    0.8298    0.0173   0.05234 0.0007092
   253/299     11.9G   0.01831   0.05307  0.001327   0.07271       139       640    0.6197    0.9757    0.9731    0.8315   0.01732   0.05207 0.0006604
   254/299     11.9G   0.01795   0.05326  0.001233   0.07244       138       640    0.6256    0.9757    0.9738    0.8327   0.01729    0.0517 0.0006875
   255/299     11.9G   0.01826   0.05336  0.001241   0.07286       156       640    0.6237    0.9751    0.9735     0.833   0.01724   0.05142 0.0007296
   256/299     11.9G   0.01807   0.05403  0.001267   0.07337       175       640    0.6233    0.9753     0.974    0.8342   0.01716   0.05187 0.0007083
   257/299     11.9G   0.01829   0.05329  0.001232   0.07282       124       640    0.6296    0.9756    0.9733     0.833   0.01725   0.05209 0.0006872
   258/299     11.9G   0.01797   0.05323  0.001407   0.07261       163       640    0.6258    0.9746    0.9714    0.8316   0.01729   0.05177 0.0007979
   259/299     11.9G   0.01833    0.0537  0.001255   0.07329       175       640    0.6251    0.9748    0.9722     0.833   0.01725   0.05179 0.0007951
   260/299     11.9G    0.0183   0.05339  0.001267   0.07296       177       640    0.6142    0.9777    0.9734     0.833   0.01723   0.05156 0.0008941
   261/299     11.9G     0.018   0.05284  0.001331   0.07218       164       640    0.6181    0.9771    0.9741     0.834   0.01715   0.05133 0.0008107
   262/299     11.9G    0.0177   0.05162  0.001243   0.07057       158       640    0.6109    0.9746    0.9733    0.8336   0.01714   0.05183 0.0008633
   263/299     11.9G   0.01812   0.05274   0.00128   0.07215       205       640    0.6313    0.9732    0.9726    0.8354   0.01707   0.05148 0.0009285
   264/299     11.9G   0.01796   0.05235  0.001489   0.07179       127       640    0.6272    0.9737    0.9725    0.8358   0.01706    0.0517 0.0009829
   265/299     11.9G   0.01779   0.05127   0.00142   0.07048       197       640    0.6243    0.9744    0.9727    0.8354   0.01704   0.05154 0.0008676
   266/299     11.9G   0.01774   0.05167  0.001232   0.07064       141       640    0.6276    0.9766    0.9737    0.8365   0.01698   0.05168 0.0008301
   267/299     11.9G   0.01794   0.05173  0.001326     0.071       158       640    0.6361    0.9766    0.9728    0.8371     0.017   0.05177 0.0008606
   268/299     11.9G   0.01766   0.05115  0.001139   0.06995       138       640    0.6354    0.9748    0.9726    0.8388   0.01696    0.0521   0.00091
   269/299     11.9G   0.01772   0.05138  0.001517   0.07061       177       640    0.6274    0.9728    0.9712    0.8361   0.01698   0.05219  0.000864
   270/299     11.9G   0.01769   0.05059  0.001302   0.06958       186       640    0.6287    0.9742    0.9718    0.8361   0.01692   0.05191 0.0008438
   271/299     11.9G   0.01773    0.0521  0.001128   0.07096       175       640    0.6198    0.9739    0.9722    0.8371   0.01685   0.05187  0.000849
   272/299     11.9G   0.01756   0.05177  0.001212   0.07054       158       640    0.6223    0.9736    0.9722    0.8367   0.01682   0.05184 0.0009234
   273/299     11.9G   0.01753   0.05149  0.001166   0.07018       229       640    0.6314    0.9745    0.9729    0.8378   0.01677   0.05135 0.0008698
   274/299     11.9G   0.01762   0.05155  0.001451   0.07062       216       640    0.6323    0.9749     0.973    0.8381    0.0168   0.05137 0.0008827
   275/299     11.9G   0.01748   0.05045  0.001164   0.06909       192       640    0.6221     0.974    0.9718     0.836   0.01683   0.05158 0.0008917
   276/299     11.9G   0.01746   0.05144  0.001108      0.07       147       640    0.6216    0.9755    0.9718    0.8376   0.01674   0.05151 0.0009008
   277/299     11.9G   0.01752   0.05188  0.001223   0.07062       276       640    0.6236    0.9738    0.9719     0.838   0.01672   0.05133 0.0008354
   278/299     11.9G   0.01749   0.05114  0.001162   0.06979       191       640    0.6193    0.9745    0.9725    0.8394   0.01671   0.05134 0.0007743
   279/299     11.9G   0.01749   0.05165  0.001208   0.07035       101       640    0.6189    0.9724    0.9723    0.8398   0.01665   0.05144 0.0008341
   280/299     11.9G   0.01763   0.05148  0.001057   0.07016       179       640    0.6196    0.9747    0.9729    0.8408   0.01664   0.05108 0.0008274
   281/299     11.9G    0.0172   0.05006   0.00114    0.0684       152       640    0.6298    0.9745     0.973    0.8405   0.01663     0.051 0.0007642
   282/299     11.9G   0.01736   0.05022  0.001087   0.06867       202       640    0.6301    0.9753    0.9736    0.8423   0.01657   0.05079 0.0007895
   283/299     11.9G   0.01733    0.0496  0.001236   0.06817       206       640    0.6438    0.9747     0.973    0.8414   0.01662   0.05068 0.0008052
   284/299     11.9G   0.01716   0.04936  0.001191   0.06771       197       640    0.6306    0.9761     0.973     0.841   0.01664   0.05072 0.0007629
   285/299     11.9G   0.01732   0.05021  0.001059   0.06859       159       640    0.6347    0.9749     0.974    0.8406   0.01659   0.05061 0.0007502
   286/299     11.9G   0.01743   0.05043  0.001223   0.06909       161       640    0.6405    0.9732    0.9728    0.8404   0.01659   0.05044 0.0008457
   287/299     11.9G   0.01719   0.04879  0.001068   0.06705       177       640    0.6427    0.9727     0.973    0.8407   0.01653   0.05048 0.0007832
   288/299     11.9G    0.0169   0.05112  0.001087    0.0691       185       640    0.6357    0.9732    0.9728    0.8425   0.01652   0.05035 0.0008377
   289/299     11.9G   0.01722   0.05042  0.001113   0.06875       129       640    0.6378    0.9738    0.9731    0.8438   0.01652   0.05002 0.0008034
   290/299     11.9G    0.0172    0.0507  0.001127   0.06903       171       640     0.635     0.974    0.9732    0.8434   0.01655   0.05037 0.0008355
   291/299     11.9G   0.01698    0.0502  0.001064   0.06824       223       640    0.6336    0.9762    0.9739    0.8441   0.01656   0.05015 0.0008622
   292/299     11.9G   0.01696   0.04857  0.001293   0.06682       137       640    0.6378    0.9744    0.9733    0.8441   0.01659   0.05051 0.0009005
   293/299     11.9G   0.01711   0.05039   0.00122   0.06871       148       640    0.6396    0.9743    0.9736    0.8432   0.01652   0.05025 0.0009087
   294/299     11.9G   0.01719   0.05075  0.001159    0.0691       155       640     0.641    0.9727    0.9739    0.8448    0.0165   0.05005   0.00089
   295/299     11.9G   0.01698   0.04946 0.0009462    0.0674       132       640    0.6346    0.9747    0.9748    0.8455   0.01642   0.04992  0.000861
   296/299     11.9G   0.01706   0.05017  0.001033   0.06826       138       640     0.635    0.9742    0.9755    0.8471    0.0164   0.04975 0.0008867
   297/299     11.9G   0.01711   0.04997    0.0011   0.06818       171       640    0.6436    0.9741    0.9751    0.8473   0.01638   0.04931 0.0009868
   298/299     11.9G   0.01716   0.05017  0.001098   0.06843       180       640    0.6476    0.9763     0.975     0.846   0.01638   0.04955  0.001011
   299/299     11.9G   0.01704   0.05026  0.001053   0.06836       165       640    0.6459     0.976    0.9749    0.8447   0.01634   0.04955  0.001028
