   114/299     12.1G   0.03433   0.09621  0.008531    0.1391       157       640     0.351     0.806    0.6924    0.4456    0.0336   0.09898   0.02084
   115/299     12.1G   0.03349   0.09697  0.008386    0.1389       177       640    0.2998    0.8401    0.7019    0.4592   0.03271    0.1001   0.02199
   116/299     12.1G   0.03389   0.09274  0.007638    0.1343       192       640    0.3566    0.8448    0.7256    0.4745    0.0327   0.09736   0.02128
   117/299     12.1G   0.03328   0.09793  0.007317    0.1385       188       640     0.355    0.8375    0.7193    0.4684   0.03243       0.1   0.02077
   118/299     12.1G   0.03411   0.09312  0.007653    0.1349       220       640     0.382    0.8371    0.7029     0.459    0.0331   0.09704   0.02321
   119/299     12.1G   0.03281   0.09385  0.007664    0.1343       222       640    0.4231    0.7545    0.6758    0.4356   0.03405    0.1011    0.0268
   120/299     12.1G   0.03381   0.09694  0.007318    0.1381       196       640    0.3765     0.827    0.7098    0.4712   0.03308    0.0987   0.02112
   121/299     12.1G   0.03264   0.09468  0.007762    0.1351       162       640    0.4047    0.8091    0.7071    0.4652   0.03324    0.0977   0.02493
   122/299     12.1G   0.03287   0.09381  0.007723    0.1344       170       640    0.3524    0.8296    0.7267    0.4778   0.03273   0.09789   0.02218
   123/299     12.1G   0.03327   0.09494  0.007426    0.1356       144       640    0.3612    0.8191    0.7063    0.4637   0.03296   0.09742   0.02506
   124/299     12.1G   0.03276   0.09459  0.006932    0.1343       202       640    0.3554     0.815    0.7209    0.4751   0.03309   0.09957   0.02086
   125/299     12.1G   0.03282   0.09605  0.006488    0.1354       174       640    0.3728    0.8326    0.7144    0.4681    0.0328   0.09939   0.02701
   126/299     12.1G   0.03226   0.09288  0.006966    0.1321       206       640    0.3356    0.8033    0.6723    0.4528   0.03247    0.1002   0.02776
   127/299     12.1G   0.03328   0.09495  0.006711    0.1349       134       640    0.3524     0.832    0.7191    0.4763   0.03225   0.09864   0.02129
   128/299     12.1G   0.03286    0.0948  0.006795    0.1345       173       640    0.3279    0.8446    0.7098     0.467   0.03259    0.1001   0.02264
   129/299     12.1G   0.03202   0.09327  0.006283    0.1316       167       640      0.36    0.8104     0.706    0.4705   0.03308    0.1004    0.0217
   130/299     12.1G   0.03174   0.09134  0.006997    0.1301       117       640    0.3988    0.8132    0.7062    0.4688   0.03291    0.1001   0.02477
