   205/299     12.1G   0.02643    0.0725  0.003333    0.1023       133       640    0.4691     0.802    0.7306    0.4973   0.03212    0.1081   0.02382
   206/299     12.1G   0.02611   0.07258  0.003409    0.1021       229       640    0.4342     0.786    0.7049    0.4781   0.03214    0.1063   0.02778
   207/299     12.1G   0.02614   0.07337  0.003273    0.1028       224       640    0.4079    0.8216    0.7376    0.5035   0.03159    0.1066   0.02259
   208/299     12.1G   0.02572   0.07363  0.003352    0.1027       225       640    0.4566    0.8056    0.7317    0.4978    0.0326    0.1061     0.022
   209/299     12.1G   0.02587   0.07527   0.00324    0.1044       209       640    0.4392    0.8059     0.726    0.4955   0.03235    0.1065   0.02412
   210/299     12.1G   0.02561   0.07399  0.003615    0.1032       196       640    0.4503    0.8163    0.7354    0.4976   0.03231    0.1057   0.02108
   211/299     12.1G   0.02541    0.0727  0.003262    0.1014       121       640    0.4456    0.7931    0.7313    0.4986   0.03288    0.1071   0.02107
   212/299     12.1G   0.02496   0.07413  0.003134    0.1022       212       640    0.4167    0.8187    0.7272    0.4956   0.03202    0.1068   0.02451
   213/299     12.1G   0.02583   0.07217  0.002913    0.1009       183       640    0.4167    0.8045    0.7252      0.49   0.03239    0.1083   0.02533
   214/299     12.1G   0.02519   0.07326  0.002742    0.1012       191       640     0.459    0.7997    0.7293    0.4927   0.03235     0.108   0.02189
   215/299     12.1G   0.02522   0.07351  0.003123    0.1019       142       640    0.4482    0.8105    0.7307    0.4956   0.03213    0.1099   0.02165
   216/299     12.1G   0.02538   0.07415   0.00338    0.1029       166       640    0.4487    0.7804    0.7125    0.4846   0.03287    0.1099   0.02235
   217/299     12.1G   0.02517   0.07243   0.00316    0.1008       177       640    0.4217    0.7937    0.7189     0.488   0.03222      0.11   0.02309
   218/299     12.1G   0.02503   0.07321  0.002805    0.1011       192       640    0.4341    0.8168    0.7339    0.4984   0.03193    0.1102   0.02139
   219/299     12.1G   0.02534   0.07282  0.003032    0.1012       156       640    0.4516    0.7993    0.7284    0.4939   0.03198    0.1105   0.02131
   220/299     12.1G   0.02515    0.0727   0.00275    0.1006       198       640    0.4477    0.8108    0.7445     0.504   0.03194    0.1088   0.01989
   221/299     12.1G   0.02512   0.07176  0.003271    0.1001       149       640    0.4283    0.8049    0.7382    0.4979   0.03195    0.1083   0.02094
   222/299     12.1G   0.02481   0.07118   0.00268   0.09867       152       640    0.4404    0.8027    0.7115    0.4785   0.03233    0.1089   0.02624
   223/299     12.1G   0.02417   0.06953  0.002922   0.09662       117       640    0.4699     0.786    0.7111    0.4803   0.03269      0.11   0.02494
   224/299     12.1G   0.02497   0.07114  0.003122   0.09922       212       640    0.4637    0.7827    0.7212    0.4943   0.03237    0.1068   0.02538
   225/299     12.1G   0.02427   0.07142  0.003121   0.09881       229       640     0.435    0.8051    0.7277    0.4898   0.03199    0.1073   0.02352
   226/299     12.1G   0.02502   0.07101  0.002842   0.09888       126       640    0.4796    0.7895    0.7232    0.4921   0.03249    0.1099    0.0239
   227/299     12.1G   0.02493   0.07082  0.002579   0.09833       205       640    0.4672    0.7951    0.7337    0.4949   0.03235    0.1094   0.02405
   228/299     12.1G   0.02378   0.07054  0.002823   0.09714       199       640    0.4261    0.8267    0.7324    0.4972   0.03155    0.1082   0.02166
   229/299     12.1G   0.02499   0.07143  0.002549   0.09897       227       640    0.4196    0.8095    0.7231    0.4902   0.03208    0.1092   0.02598
   230/299     12.1G   0.02438   0.07251  0.002812    0.0997       244       640    0.4511    0.8054    0.7324    0.4965   0.03217    0.1083    0.0214
   231/299     12.1G    0.0241   0.06709  0.002782   0.09398       185       640    0.4366    0.8107    0.7285    0.4925   0.03207    0.1094   0.02197
   232/299     12.1G    0.0246   0.06889  0.003009   0.09649       183       640    0.4235    0.8001    0.7227    0.4921   0.03187    0.1087   0.02533
   233/299     12.1G   0.02447   0.06922  0.002855   0.09654       160       640    0.4403    0.7926    0.7303    0.4976    0.0323    0.1088   0.02302
   234/299     12.1G   0.02444   0.06965  0.002648   0.09674       171       640    0.4559      0.78    0.7228    0.4891   0.03272    0.1112   0.02142
   235/299     12.1G   0.02438   0.06969  0.002937     0.097       168       640    0.4571    0.7956    0.7268    0.4958   0.03235    0.1118   0.02111
   236/299     12.1G    0.0238   0.06831   0.00311   0.09522       180       640    0.4558    0.7869    0.7255    0.4931   0.03262    0.1111   0.02259
   237/299     12.1G   0.02436   0.06803  0.002864   0.09526       185       640    0.4244    0.7941    0.7202    0.4932   0.03218    0.1096   0.02516
   238/299     12.1G   0.02373   0.06824  0.002517   0.09448       187       640    0.4533    0.7895    0.7205    0.4966   0.03202    0.1115   0.02288
   239/299     12.1G   0.02401   0.07003   0.00263   0.09667       170       640      0.45    0.7883    0.7271    0.4985   0.03235    0.1131   0.02122
   240/299     12.1G   0.02375   0.06931  0.002828   0.09588       172       640    0.4466     0.792    0.7302    0.4979   0.03243    0.1098   0.02174
   241/299     12.1G   0.02371    0.0668  0.002626   0.09314       225       640     0.442    0.8016    0.7219    0.4952   0.03239    0.1097   0.02177
   242/299     12.1G   0.02392   0.06898  0.002516   0.09542       167       640    0.4498    0.7836    0.7199    0.4971   0.03223    0.1115   0.02246
   243/299     12.1G   0.02375   0.06902  0.002633    0.0954       180       640    0.4616    0.7869    0.7283    0.4995   0.03194    0.1106   0.02214
   244/299     12.1G   0.02368   0.06623  0.002719   0.09263       168       640     0.451    0.7874     0.721    0.4955   0.03198    0.1111   0.02368
   245/299     12.1G    0.0235   0.06781  0.002725   0.09404       200       640    0.4151    0.7961    0.7168    0.4965   0.03174    0.1109   0.02372
   246/299     12.1G   0.02364   0.06607  0.002284     0.092       192       640    0.4343    0.8085    0.7313    0.5067   0.03155    0.1104   0.02111
   247/299     12.1G   0.02365   0.06714  0.002497   0.09329       149       640    0.4665    0.7809     0.725    0.4967   0.03199    0.1119   0.02195
   248/299     12.1G   0.02361   0.06692  0.002639   0.09317       242       640    0.4714    0.7896    0.7251    0.5017   0.03166    0.1134   0.02075
   249/299     12.1G   0.02356   0.06801  0.002321   0.09389       220       640    0.4579    0.7841    0.7239    0.4984   0.03185    0.1138   0.02047
   250/299     12.1G   0.02371   0.06784  0.002315   0.09387       197       640    0.4527    0.7826    0.7233    0.4984   0.03195    0.1148   0.01997
   251/299     12.1G   0.02334    0.0665  0.003016   0.09285       130       640     0.442    0.7864    0.7218    0.4981   0.03197    0.1153   0.02005
   252/299     12.1G   0.02391   0.06852  0.002192   0.09462       205       640    0.4551    0.7946    0.7273    0.5022    0.0325    0.1112   0.01975
   253/299     12.1G    0.0236   0.06827  0.002007   0.09388       205       640    0.4747    0.7907    0.7311    0.5046   0.03226    0.1105   0.02031
   254/299     12.1G    0.0233   0.06752  0.002434   0.09326       211       640    0.4474    0.7871    0.7249    0.5011   0.03232    0.1129   0.02247
   255/299     12.1G   0.02343   0.06721    0.0025   0.09314       167       640    0.4383    0.7928    0.7251    0.4984    0.0321     0.114   0.02308
   256/299     12.1G   0.02306   0.06727  0.002543   0.09287       150       640    0.4376    0.7966    0.7241    0.5007   0.03192     0.115   0.02265
   257/299     12.1G   0.02313   0.06797  0.002433   0.09353       206       640    0.4589    0.7935    0.7213    0.4977   0.03208     0.115   0.02268
   258/299     12.1G   0.02302   0.06679  0.002632   0.09244       147       640    0.4681     0.769    0.7151    0.4913   0.03257    0.1179   0.02333
   259/299     12.1G   0.02315   0.06605  0.002414   0.09161       204       640    0.4646    0.7756    0.7205    0.4965   0.03269    0.1151   0.02219
   260/299     12.1G   0.02316   0.06712  0.002393   0.09268       207       640    0.4688    0.7907    0.7267    0.4952   0.03227    0.1158   0.02119
   261/299     12.1G   0.02283   0.06781  0.002425   0.09307       162       640    0.4649    0.8018    0.7377    0.5056   0.03224    0.1136   0.02038
   262/299     12.1G   0.02336   0.06602   0.00239   0.09177       200       640    0.4712    0.7869    0.7287    0.5017   0.03246    0.1161   0.02121
   263/299     12.1G   0.02291   0.06581  0.002389    0.0911       155       640    0.4786    0.7723    0.7231    0.4972   0.03288    0.1152   0.02205
   264/299     12.1G   0.02282   0.06426  0.002287   0.08937       205       640    0.4646    0.7881    0.7233    0.4934   0.03248     0.116   0.02337
   265/299     12.1G   0.02282    0.0669  0.002545   0.09226       188       640    0.4544    0.7892    0.7228     0.493   0.03246    0.1163   0.02443
   266/299     12.1G   0.02266   0.06465   0.00249    0.0898       177       640    0.4555    0.7844    0.7156    0.4878    0.0324    0.1168    0.0235
   267/299     12.1G    0.0227    0.0639  0.002667   0.08926       209       640    0.4579    0.7881    0.7149     0.493   0.03227    0.1168    0.0234
   268/299     12.1G    0.0229   0.06304  0.002332   0.08826       139       640    0.4712    0.7693    0.7241    0.4968   0.03286    0.1174   0.02279
   269/299     12.1G   0.02302   0.06577  0.002396   0.09119       138       640    0.4586    0.7848    0.7252    0.4984   0.03258    0.1158   0.02151
   270/299     12.1G   0.02269   0.06301  0.002304   0.08801       122       640    0.4571    0.7807    0.7202    0.4922   0.03251    0.1166   0.02187
   271/299     12.1G   0.02275   0.06645  0.002454   0.09165       205       640    0.4538    0.7912    0.7242    0.4907   0.03258    0.1162   0.02162
   272/299     12.1G   0.02272   0.06355  0.002277   0.08854       211       640    0.4803    0.7935    0.7287    0.4984   0.03276    0.1165   0.02092
   273/299     12.1G   0.02237   0.06359  0.002136   0.08809       142       640    0.4887    0.7899    0.7282    0.5016   0.03252    0.1169   0.02183
   274/299     12.1G   0.02271   0.06159  0.002077   0.08637       145       640    0.4622    0.8027    0.7298    0.5045   0.03221     0.115   0.02231
   275/299     12.1G   0.02245   0.06349  0.002484   0.08843       194       640    0.4586    0.8055    0.7311    0.5048   0.03234    0.1145    0.0221
   276/299     12.1G   0.02262   0.06311  0.002169    0.0879       182       640    0.4795     0.794    0.7224    0.4919   0.03247    0.1153   0.02124
   277/299     12.1G   0.02246   0.06385  0.002266   0.08857       128       640    0.4756     0.779    0.7193    0.4942   0.03267    0.1172   0.02196
   278/299     12.1G   0.02243   0.06351  0.002046   0.08798       194       640    0.4958    0.7823    0.7232    0.4968   0.03263    0.1154   0.02184
   279/299     12.1G   0.02249   0.06495  0.002175   0.08961       149       640    0.4854    0.7773    0.7201    0.4926   0.03279    0.1172   0.02283
   280/299     12.1G   0.02262   0.06534  0.002165   0.09012       204       640    0.4717    0.7948    0.7282    0.5014   0.03229    0.1142   0.02273
   281/299     12.1G   0.02214   0.06326   0.00223   0.08763       166       640    0.4749    0.7903    0.7264     0.501    0.0325    0.1158   0.02256
   282/299     12.1G    0.0224   0.06379   0.00213   0.08833       148       640    0.4687    0.7952    0.7244    0.5018   0.03239    0.1155   0.02266
   283/299     12.1G   0.02273   0.06271  0.002276   0.08772       209       640    0.4615    0.7873    0.7245    0.5018   0.03224    0.1163   0.02348
   284/299     12.1G   0.02249   0.06255  0.002154   0.08719       130       640    0.4549     0.787    0.7182    0.4961   0.03222    0.1165   0.02435
   285/299     12.1G   0.02206   0.06373  0.001839   0.08763       141       640    0.4625    0.7876    0.7174    0.4938   0.03245    0.1154   0.02554
   286/299     12.1G   0.02264   0.06541  0.002514   0.09056       182       640    0.4626    0.7838    0.7205    0.4919    0.0326    0.1172   0.02511
   287/299     12.1G    0.0224   0.06462  0.001998   0.08902       230       640    0.4637    0.7978    0.7316    0.5039   0.03234     0.116   0.02347
   288/299     12.1G   0.02254   0.06331  0.001992   0.08784       136       640    0.4659    0.7956    0.7285    0.5041   0.03226    0.1156   0.02355
   289/299     12.1G   0.02219   0.06272   0.00181   0.08672       143       640    0.4748    0.7785    0.7286    0.5009   0.03245    0.1168   0.02339
   290/299     12.1G    0.0223   0.06088  0.002196   0.08538       166       640    0.4665    0.7879    0.7309    0.5028   0.03233    0.1155   0.02281
   291/299     12.1G   0.02236   0.06233  0.001892   0.08658       170       640    0.4819    0.7894    0.7314    0.5019   0.03249    0.1154   0.02269
   292/299     12.1G    0.0222   0.06489  0.002055   0.08914       192       640    0.4775    0.7779     0.723    0.4995    0.0326    0.1168   0.02418
   293/299     12.1G   0.02218   0.06437  0.001949   0.08851       152       640    0.4727    0.7854    0.7249    0.5012    0.0322    0.1163   0.02359
   294/299     12.1G   0.02222    0.0637  0.002219   0.08814       193       640    0.4789    0.7847    0.7203    0.4976   0.03218    0.1164   0.02399
   295/299     12.1G   0.02214   0.06381  0.002097   0.08805       171       640    0.4696    0.7895    0.7148    0.4956   0.03238    0.1171   0.02481
   296/299     12.1G   0.02164   0.06319  0.002057   0.08689       181       640    0.4536    0.7902    0.7179    0.4954   0.03204    0.1168   0.02401
   297/299     12.1G   0.02188   0.06251   0.00203   0.08642       149       640    0.4671    0.7885    0.7186    0.4983   0.03214    0.1163   0.02349
   298/299     12.1G   0.02221   0.06154  0.002077   0.08583       148       640    0.4783    0.7883    0.7219    0.4958   0.03221    0.1178   0.02206
   299/299     12.1G   0.02189   0.06335  0.001925   0.08717       191       640    0.4831    0.7651    0.7215    0.4953    0.0326    0.1196   0.02315
